order_id,order_date,customer_id,product_id,campaign_id,channel,region,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_revenue,status,is_return
O00471,2026-03-20,C0032,P007,CAM006,Social,Mumbai,1,12255,0,12255,0.0,12255.0,Completed,False
O00472,2026-03-28,C0077,P003,CAM008,Marketplace,Bengaluru,3,9015,20,27045,5409.0,21636.0,Completed,False
O00473,2026-01-30,C0031,P008,CAM009,Social,Chennai,4,13533,20,54132,10826.4,43305.6,Completed,False
O00474,2026-03-17,C0088,P004,CAM006,Marketplace,Delhi,3,17174,20,51522,10304.4,41217.6,Completed,False
O00475,2026-04-20,C0078,P008,CAM004,Social,Delhi,4,2044,10,8176,817.6,7358.4,Completed,False
O00476,2026-02-12,C0091,P013,CAM010,Social,Delhi,1,17174,10,17174,1717.4,15456.6,Completed,False
O00477,2026-03-03,C0011,P003,CAM010,Social,Mumbai,2,12255,15,24510,3676.5,20833.5,Completed,False
O00478,2026-03-08,C0099,P015,CAM007,Website,Hyderabad,3,13261,15,39783,5967.45,33815.55,Completed,False
O00479,2026-04-02,C0062,P005,CAM007,Marketplace,Bengaluru,2,9072,10,18144,1814.4,16329.6,Completed,False
O00480,2026-03-08,C0099,P018,CAM002,Website,Bengaluru,1,1100,5,1100,55.0,1045.0,Completed,False
O00481,2026-05-14,C0036,P015,CAM005,Website,Bengaluru,1,9015,10,9015,901.5,8113.5,Completed,False
O00482,2026-03-01,C0096,P006,CAM002,Mobile App,Hyderabad,4,17174,0,68696,0.0,68696.0,Completed,False
O00483,2026-03-20,C0059,P012,CAM006,Marketplace,Bengaluru,3,2044,0,6132,0.0,6132.0,Completed,False
O00484,2026-03-10,C0008,P003,CAM009,Mobile App,Delhi,2,11524,15,23048,3457.2,19590.8,Completed,False
O00485,2026-02-03,C0042,P002,CAM003,Social,Hyderabad,2,11524,20,23048,4609.6,-18438.4,Returned,True
O00486,2026-05-05,C0014,P020,CAM010,Mobile App,Delhi,1,9015,0,9015,0.0,9015.0,Completed,False
O00487,2026-02-12,C0095,P017,CAM002,Marketplace,Hyderabad,4,11704,0,46816,0.0,46816.0,Completed,False
O00488,2026-02-23,C0031,P004,CAM001,Social,Bengaluru,1,9072,0,9072,0.0,9072.0,Completed,False
O00489,2026-05-24,C0023,P006,CAM010,Social,Chennai,4,11704,15,46816,7022.4,39793.6,Completed,False
O00490,2026-06-21,C0056,P004,CAM002,Website,Chennai,1,11294,5,11294,564.7,10729.3,Completed,False
O00491,2026-05-02,C0043,P008,CAM008,Marketplace,Delhi,2,11524,5,23048,1152.4,21895.6,Completed,False
O00492,2026-06-15,C0010,P006,CAM008,Website,Delhi,2,11524,0,23048,0.0,23048.0,Completed,False
O00493,2026-06-04,C0082,P007,CAM004,Marketplace,Chennai,4,7276,20,29104,5820.8,23283.2,Completed,False
O00494,2026-03-29,C0085,P011,CAM001,Mobile App,Mumbai,1,12255,10,12255,1225.5,11029.5,Completed,False
O00495,2026-05-20,C0075,P004,CAM004,Social,Bengaluru,2,11522,15,23044,3456.6,19587.4,Completed,False
O00496,2026-03-01,C0062,P018,CAM001,Social,Chennai,2,15417,15,30834,4625.1,26208.9,Completed,False
O00497,2026-03-25,C0041,P015,CAM007,Social,Mumbai,2,11404,0,22808,0.0,22808.0,Completed,False
O00498,2026-04-07,C0055,P016,CAM009,Social,Chennai,1,11704,20,11704,2340.8,-9363.2,Returned,True
O00499,2026-06-23,C0053,P004,CAM010,Mobile App,Delhi,4,11704,10,46816,4681.6,42134.4,Completed,False
O00500,2026-06-03,C0017,P015,CAM009,Marketplace,Chennai,2,9686,15,19372,2905.8,16466.2,Completed,False
O00501,2026-03-30,C0009,P017,CAM008,Website,Chennai,2,11522,5,23044,1152.2,21891.8,Completed,False
O00502,2026-04-29,C0026,P004,CAM009,Marketplace,Bengaluru,2,16000,20,32000,6400.0,25600.0,Completed,False
O00503,2026-02-06,C0046,P016,CAM008,Website,Delhi,4,12255,20,49020,9804.0,39216.0,Completed,False
O00504,2026-05-26,C0017,P008,CAM007,Marketplace,Chennai,2,6427,10,12854,1285.4,11568.6,Completed,False
O00505,2026-04-11,C0011,P016,CAM010,Social,Bengaluru,2,2044,0,4088,0.0,4088.0,Completed,False
O00506,2026-04-07,C0086,P010,CAM004,Marketplace,Mumbai,2,13261,20,26522,5304.4,21217.6,Completed,False
O00507,2026-05-19,C0038,P017,CAM005,Social,Delhi,2,9686,20,19372,3874.4,15497.6,Completed,False
O00508,2026-04-25,C0059,P003,CAM010,Website,Hyderabad,1,15417,10,15417,1541.7,13875.3,Completed,False
O00509,2026-01-14,C0053,P008,CAM004,Social,Chennai,3,11524,10,34572,3457.2,31114.8,Completed,False
O00510,2026-02-22,C0074,P006,CAM003,Marketplace,Hyderabad,1,1100,5,1100,55.0,-1045.0,Returned,True
O00511,2026-02-01,C0074,P005,CAM002,Marketplace,Bengaluru,1,1100,0,1100,0.0,1100.0,Completed,False
O00512,2026-05-14,C0030,P007,CAM003,Social,Mumbai,1,9072,20,9072,1814.4,7257.6,Completed,False
O00513,2026-01-07,C0085,P008,CAM006,Marketplace,Hyderabad,2,16000,10,32000,3200.0,28800.0,Completed,False
O00514,2026-02-06,C0038,P003,CAM009,Mobile App,Bengaluru,4,11522,5,46088,2304.4,43783.6,Completed,False
O00515,2026-04-19,C0084,P015,CAM002,Marketplace,Delhi,3,9686,15,29058,4358.7,24699.3,Completed,False
O00516,2026-05-06,C0041,P012,CAM007,Marketplace,Mumbai,4,11294,0,45176,0.0,45176.0,Completed,False
O00517,2026-04-02,C0012,P017,CAM008,Social,Mumbai,2,9072,0,18144,0.0,18144.0,Completed,False
O00518,2026-06-05,C0077,P015,CAM009,Mobile App,Chennai,4,2044,5,8176,408.8,7767.2,Completed,False
O00519,2026-06-16,C0004,P003,CAM008,Marketplace,Mumbai,1,11294,10,11294,1129.4,10164.6,Completed,False
O00520,2026-01-24,C0078,P002,CAM002,Marketplace,Hyderabad,3,11522,5,34566,1728.3,32837.7,Completed,False
O00521,2026-06-22,C0005,P009,CAM005,Website,Hyderabad,4,11294,0,45176,0.0,45176.0,Completed,False
O00522,2026-04-22,C0021,P010,CAM010,Website,Chennai,3,12877,5,38631,1931.55,36699.45,Completed,False
O00523,2026-04-26,C0061,P005,CAM010,Website,Chennai,4,6427,5,25708,1285.4,24422.6,Completed,False
O00524,2026-01-18,C0095,P016,CAM007,Marketplace,Bengaluru,2,9686,10,19372,1937.2,17434.8,Completed,False
O00525,2026-04-23,C0041,P012,CAM010,Mobile App,Mumbai,1,13533,10,13533,1353.3,12179.7,Completed,False
O00526,2026-05-12,C0013,P015,CAM007,Social,Bengaluru,4,11524,20,46096,9219.2,36876.8,Completed,False
O00527,2026-04-16,C0024,P003,CAM001,Marketplace,Hyderabad,1,11522,20,11522,2304.4,9217.6,Completed,False
O00528,2026-01-16,C0090,P017,CAM010,Website,Mumbai,4,16000,5,64000,3200.0,60800.0,Completed,False
O00529,2026-04-05,C0073,P005,CAM002,Website,Mumbai,3,13533,20,40599,8119.8,32479.2,Completed,False
O00530,2026-06-19,C0011,P009,CAM004,Mobile App,Hyderabad,4,11294,10,45176,4517.6,40658.4,Completed,False
O00531,2026-05-11,C0039,P009,CAM003,Social,Delhi,2,9015,0,18030,0.0,18030.0,Completed,False
O00532,2026-01-25,C0027,P017,CAM008,Website,Delhi,4,13533,5,54132,2706.6,51425.4,Completed,False
O00533,2026-06-23,C0018,P006,CAM001,Website,Bengaluru,1,2044,15,2044,306.6,-1737.4,Returned,True
O00534,2026-06-23,C0085,P005,CAM007,Website,Chennai,2,12255,20,24510,4902.0,19608.0,Completed,False
O00535,2026-01-31,C0062,P007,CAM009,Mobile App,Chennai,1,11524,5,11524,576.2,10947.8,Completed,False
O00536,2026-05-25,C0018,P008,CAM008,Social,Mumbai,4,9686,0,38744,0.0,38744.0,Completed,False
O00537,2026-03-15,C0066,P004,CAM004,Marketplace,Delhi,3,17174,0,51522,0.0,51522.0,Completed,False
O00538,2026-04-18,C0042,P004,CAM009,Mobile App,Hyderabad,4,6427,0,25708,0.0,25708.0,Completed,False
O00539,2026-03-22,C0007,P005,CAM004,Website,Mumbai,4,1100,15,4400,660.0,3740.0,Completed,False
O00540,2026-05-22,C0045,P010,CAM007,Mobile App,Mumbai,2,15417,10,30834,3083.4,27750.6,Completed,False
O00541,2026-06-30,C0019,P007,CAM006,Marketplace,Mumbai,1,12877,10,12877,1287.7,11589.3,Completed,False
O00542,2026-05-24,C0025,P008,CAM001,Mobile App,Hyderabad,4,6427,15,25708,3856.2,21851.8,Completed,False
O00543,2026-06-18,C0088,P015,CAM001,Marketplace,Bengaluru,2,9686,20,19372,3874.4,15497.6,Completed,False
O00544,2026-06-21,C0072,P005,CAM002,Social,Hyderabad,1,17174,15,17174,2576.1,14597.9,Completed,False
O00545,2026-01-17,C0014,P019,CAM010,Website,Delhi,4,6427,0,25708,0.0,25708.0,Completed,False
O00546,2026-02-15,C0086,P016,CAM010,Mobile App,Chennai,4,9686,10,38744,3874.4,34869.6,Completed,False
O00547,2026-05-11,C0058,P004,CAM005,Website,Chennai,2,6427,20,12854,2570.8,10283.2,Completed,False
O00548,2026-04-17,C0088,P007,CAM010,Marketplace,Hyderabad,4,12877,15,51508,7726.2,43781.8,Completed,False
O00549,2026-01-10,C0075,P004,CAM001,Mobile App,Delhi,1,9015,5,9015,450.75,8564.25,Completed,False
O00550,2026-01-18,C0034,P006,CAM010,Mobile App,Mumbai,1,9072,5,9072,453.6,8618.4,Completed,False
O00551,2026-04-05,C0054,P008,CAM003,Website,Bengaluru,2,7276,20,14552,2910.4,11641.6,Completed,False
O00552,2026-04-22,C0054,P003,CAM001,Website,Delhi,3,17174,0,51522,0.0,51522.0,Completed,False
O00553,2026-01-31,C0072,P001,CAM008,Mobile App,Bengaluru,1,9072,10,9072,907.2,8164.8,Completed,False
O00554,2026-02-01,C0025,P009,CAM004,Marketplace,Bengaluru,1,16000,0,16000,0.0,-16000.0,Returned,True
O00555,2026-01-24,C0034,P015,CAM003,Website,Hyderabad,3,11524,20,34572,6914.4,27657.6,Completed,False
O00556,2026-04-13,C0025,P007,CAM008,Website,Chennai,4,12255,0,49020,0.0,-49020.0,Returned,True
O00557,2026-01-02,C0030,P018,CAM004,Mobile App,Delhi,3,13261,0,39783,0.0,39783.0,Completed,False
O00558,2026-04-14,C0017,P008,CAM008,Marketplace,Mumbai,4,13533,5,54132,2706.6,51425.4,Completed,False
O00559,2026-03-28,C0004,P019,CAM002,Mobile App,Bengaluru,4,11294,5,45176,2258.8,42917.2,Completed,False
O00560,2026-03-26,C0095,P005,CAM001,Mobile App,Bengaluru,3,1100,10,3300,330.0,2970.0,Completed,False
O00561,2026-05-03,C0008,P011,CAM004,Website,Mumbai,3,11704,5,35112,1755.6,33356.4,Completed,False
O00562,2026-04-05,C0089,P016,CAM007,Marketplace,Bengaluru,4,6427,5,25708,1285.4,24422.6,Completed,False
O00563,2026-05-12,C0001,P002,CAM003,Social,Chennai,2,7276,10,14552,1455.2,13096.8,Completed,False
O00564,2026-05-19,C0078,P019,CAM002,Social,Mumbai,1,1100,10,1100,110.0,-990.0,Returned,True
O00565,2026-06-16,C0033,P008,CAM008,Marketplace,Chennai,4,11524,20,46096,9219.2,36876.8,Completed,False
O00566,2026-05-25,C0052,P010,CAM005,Marketplace,Chennai,2,11404,10,22808,2280.8,-20527.2,Returned,True
O00567,2026-04-04,C0029,P013,CAM005,Mobile App,Mumbai,4,11524,10,46096,4609.6,41486.4,Completed,False
O00568,2026-03-31,C0050,P013,CAM003,Website,Chennai,2,11404,15,22808,3421.2,19386.8,Completed,False
O00569,2026-02-12,C0046,P001,CAM001,Mobile App,Bengaluru,4,11294,0,45176,0.0,45176.0,Completed,False
O00570,2026-04-19,C0053,P018,CAM001,Marketplace,Mumbai,1,11524,15,11524,1728.6,9795.4,Completed,False
O00571,2026-01-26,C0040,P013,CAM007,Marketplace,Hyderabad,3,11704,20,35112,7022.4,28089.6,Completed,False
O00572,2026-06-18,C0054,P020,CAM001,Social,Hyderabad,2,11404,5,22808,1140.4,21667.6,Completed,False
O00573,2026-06-02,C0083,P010,CAM003,Social,Chennai,2,6427,0,12854,0.0,12854.0,Completed,False
O00574,2026-01-22,C0044,P013,CAM010,Website,Hyderabad,2,7276,5,14552,727.6,13824.4,Completed,False
O00575,2026-05-23,C0037,P009,CAM004,Website,Chennai,4,2266,5,9064,453.2,8610.8,Completed,False
O00576,2026-01-22,C0014,P018,CAM008,Mobile App,Bengaluru,2,13261,10,26522,2652.2,23869.8,Completed,False
O00577,2026-05-11,C0036,P017,CAM004,Social,Hyderabad,4,11294,20,45176,9035.2,-36140.8,Returned,True
O00578,2026-01-16,C0013,P019,CAM010,Social,Chennai,2,2044,10,4088,408.8,3679.2,Completed,False
O00579,2026-03-30,C0019,P011,CAM009,Website,Delhi,1,9072,0,9072,0.0,-9072.0,Returned,True
O00580,2026-04-30,C0096,P016,CAM005,Website,Delhi,4,13533,5,54132,2706.6,51425.4,Completed,False
O00581,2026-05-12,C0009,P008,CAM007,Marketplace,Mumbai,1,11294,15,11294,1694.1,9599.9,Completed,False
O00582,2026-03-17,C0049,P010,CAM005,Marketplace,Delhi,2,7276,5,14552,727.6,13824.4,Completed,False
O00583,2026-06-16,C0084,P016,CAM010,Social,Chennai,4,11524,10,46096,4609.6,41486.4,Completed,False
O00584,2026-05-21,C0096,P002,CAM004,Social,Mumbai,4,11704,15,46816,7022.4,39793.6,Completed,False
O00585,2026-02-07,C0015,P015,CAM009,Website,Mumbai,4,13533,5,54132,2706.6,51425.4,Completed,False
O00586,2026-05-02,C0017,P001,CAM007,Website,Delhi,2,11404,15,22808,3421.2,19386.8,Completed,False
O00587,2026-05-13,C0038,P012,CAM007,Marketplace,Mumbai,4,13533,5,54132,2706.6,51425.4,Completed,False
O00588,2026-03-02,C0056,P010,CAM004,Marketplace,Bengaluru,2,12255,0,24510,0.0,24510.0,Completed,False
O00589,2026-05-14,C0096,P010,CAM009,Social,Hyderabad,3,12255,5,36765,1838.25,34926.75,Completed,False
O00590,2026-06-12,C0021,P010,CAM008,Marketplace,Mumbai,3,9015,10,27045,2704.5,24340.5,Completed,False
O00591,2026-05-28,C0017,P010,CAM009,Marketplace,Delhi,1,11522,0,11522,0.0,11522.0,Completed,False
O00592,2026-05-19,C0026,P009,CAM009,Mobile App,Delhi,2,9686,20,19372,3874.4,-15497.6,Returned,True
O00593,2026-04-25,C0088,P010,CAM002,Website,Hyderabad,2,11522,10,23044,2304.4,20739.6,Completed,False
O00594,2026-02-18,C0004,P012,CAM009,Social,Delhi,2,6427,0,12854,0.0,12854.0,Completed,False
O00595,2026-05-24,C0039,P016,CAM009,Social,Delhi,2,17174,20,34348,6869.6,-27478.4,Returned,True
O00596,2026-03-07,C0012,P012,CAM003,Website,Hyderabad,3,1100,20,3300,660.0,2640.0,Completed,False
O00597,2026-04-07,C0016,P013,CAM010,Marketplace,Hyderabad,1,9686,0,9686,0.0,9686.0,Completed,False
O00598,2026-02-26,C0092,P017,CAM006,Mobile App,Bengaluru,1,9072,0,9072,0.0,9072.0,Completed,False
O00599,2026-02-26,C0001,P020,CAM004,Mobile App,Delhi,4,17174,5,68696,3434.8,65261.2,Completed,False
O00600,2026-01-29,C0033,P003,CAM003,Social,Bengaluru,2,6427,10,12854,1285.4,11568.6,Completed,False
O00601,2026-06-23,C0092,P015,CAM004,Social,Hyderabad,3,2266,15,6798,1019.7,5778.3,Completed,False
O00602,2026-01-27,C0061,P005,CAM001,Website,Bengaluru,3,15417,10,46251,4625.1,41625.9,Completed,False
O00603,2026-01-16,C0008,P004,CAM007,Mobile App,Mumbai,3,11404,15,34212,5131.8,-29080.2,Returned,True
O00604,2026-06-19,C0047,P016,CAM008,Social,Bengaluru,2,2266,0,4532,0.0,4532.0,Completed,False
O00605,2026-04-11,C0098,P002,CAM007,Social,Delhi,2,11294,15,22588,3388.2,19199.8,Completed,False
O00606,2026-03-21,C0041,P017,CAM006,Website,Bengaluru,4,11524,20,46096,9219.2,36876.8,Completed,False
O00607,2026-05-14,C0053,P016,CAM004,Social,Bengaluru,4,13261,10,53044,5304.4,47739.6,Completed,False
O00608,2026-03-11,C0054,P020,CAM008,Mobile App,Chennai,2,11522,10,23044,2304.4,20739.6,Completed,False
O00609,2026-01-24,C0067,P014,CAM009,Marketplace,Hyderabad,3,11524,5,34572,1728.6,-32843.4,Returned,True
O00610,2026-05-13,C0019,P018,CAM001,Website,Chennai,4,13261,20,53044,10608.8,42435.2,Completed,False
O00611,2026-02-01,C0084,P003,CAM004,Marketplace,Chennai,1,12877,0,12877,0.0,12877.0,Completed,False
O00612,2026-04-11,C0099,P018,CAM010,Marketplace,Delhi,4,13261,5,53044,2652.2,50391.8,Completed,False
O00613,2026-06-21,C0015,P004,CAM009,Marketplace,Chennai,2,6427,0,12854,0.0,12854.0,Completed,False
O00614,2026-06-19,C0082,P007,CAM010,Social,Mumbai,4,13261,20,53044,10608.8,42435.2,Completed,False
O00615,2026-03-07,C0082,P003,CAM002,Social,Chennai,3,13533,10,40599,4059.9,36539.1,Completed,False
O00616,2026-05-22,C0075,P009,CAM005,Social,Bengaluru,4,2266,20,9064,1812.8,7251.2,Completed,False
O00617,2026-04-21,C0038,P015,CAM002,Marketplace,Mumbai,1,17174,15,17174,2576.1,14597.9,Completed,False
O00618,2026-03-28,C0047,P006,CAM009,Social,Delhi,1,15417,10,15417,1541.7,13875.3,Completed,False
O00619,2026-01-26,C0084,P017,CAM006,Marketplace,Mumbai,4,2044,10,8176,817.6,7358.4,Completed,False
O00620,2026-03-10,C0016,P013,CAM003,Marketplace,Bengaluru,3,17174,5,51522,2576.1,48945.9,Completed,False
O00621,2026-04-28,C0083,P013,CAM001,Marketplace,Bengaluru,3,6427,10,19281,1928.1,17352.9,Completed,False
O00622,2026-06-28,C0093,P019,CAM008,Social,Hyderabad,1,11404,15,11404,1710.6,9693.4,Completed,False
O00623,2026-01-01,C0069,P009,CAM009,Website,Mumbai,1,17174,20,17174,3434.8,13739.2,Completed,False
O00624,2026-05-10,C0035,P007,CAM009,Marketplace,Bengaluru,4,11404,10,45616,4561.6,41054.4,Completed,False
O00625,2026-06-03,C0056,P020,CAM010,Mobile App,Delhi,2,16000,20,32000,6400.0,25600.0,Completed,False
O00626,2026-06-22,C0006,P012,CAM009,Social,Chennai,3,11524,20,34572,6914.4,27657.6,Completed,False
O00627,2026-03-18,C0094,P013,CAM008,Website,Chennai,2,11294,10,22588,2258.8,20329.2,Completed,False
O00628,2026-01-22,C0035,P006,CAM009,Marketplace,Hyderabad,2,7276,10,14552,1455.2,-13096.8,Returned,True
O00629,2026-02-19,C0006,P005,CAM010,Website,Mumbai,1,12877,0,12877,0.0,12877.0,Completed,False
O00630,2026-06-03,C0080,P004,CAM005,Social,Chennai,4,15417,5,61668,3083.4,-58584.6,Returned,True
O00631,2026-06-08,C0066,P005,CAM008,Social,Delhi,4,11524,20,46096,9219.2,36876.8,Completed,False
O00632,2026-04-26,C0063,P004,CAM009,Website,Delhi,1,12255,0,12255,0.0,-12255.0,Returned,True
O00633,2026-01-23,C0006,P015,CAM002,Social,Mumbai,2,16000,5,32000,1600.0,30400.0,Completed,False
O00634,2026-01-23,C0076,P002,CAM007,Mobile App,Delhi,3,13533,15,40599,6089.85,34509.15,Completed,False
O00635,2026-03-28,C0064,P013,CAM004,Social,Delhi,2,12877,5,25754,1287.7,24466.3,Completed,False
O00636,2026-04-17,C0080,P019,CAM002,Marketplace,Bengaluru,3,16000,20,48000,9600.0,38400.0,Completed,False
O00637,2026-01-06,C0083,P016,CAM002,Website,Bengaluru,2,17174,15,34348,5152.2,29195.8,Completed,False
O00638,2026-05-05,C0022,P009,CAM002,Website,Delhi,1,9015,0,9015,0.0,9015.0,Completed,False
O00639,2026-04-09,C0022,P002,CAM009,Mobile App,Bengaluru,2,12255,5,24510,1225.5,23284.5,Completed,False
O00640,2026-01-03,C0093,P017,CAM008,Website,Hyderabad,3,12255,15,36765,5514.75,31250.25,Completed,False
O00641,2026-01-18,C0054,P001,CAM002,Website,Bengaluru,1,13533,20,13533,2706.6,10826.4,Completed,False
O00642,2026-03-24,C0044,P014,CAM007,Social,Hyderabad,4,11294,20,45176,9035.2,36140.8,Completed,False
O00643,2026-05-11,C0029,P014,CAM007,Social,Delhi,1,11524,20,11524,2304.8,9219.2,Completed,False
O00644,2026-05-30,C0064,P004,CAM006,Mobile App,Chennai,1,2266,0,2266,0.0,2266.0,Completed,False
O00645,2026-03-20,C0076,P015,CAM007,Website,Mumbai,3,1100,15,3300,495.0,2805.0,Completed,False
O00646,2026-02-23,C0001,P004,CAM010,Website,Mumbai,3,15417,0,46251,0.0,46251.0,Completed,False
O00647,2026-06-25,C0056,P005,CAM006,Social,Delhi,2,11524,0,23048,0.0,23048.0,Completed,False
O00648,2026-03-24,C0100,P017,CAM007,Mobile App,Delhi,2,11404,15,22808,3421.2,19386.8,Completed,False
O00649,2026-02-27,C0029,P020,CAM006,Website,Mumbai,1,6427,10,6427,642.7,5784.3,Completed,False
O00650,2026-03-22,C0029,P006,CAM004,Mobile App,Chennai,3,6427,15,19281,2892.15,16388.85,Completed,False
O00651,2026-01-03,C0088,P019,CAM009,Mobile App,Hyderabad,2,2044,20,4088,817.6,3270.4,Completed,False
O00652,2026-02-24,C0007,P019,CAM005,Marketplace,Mumbai,1,9015,0,9015,0.0,9015.0,Completed,False
O00653,2026-04-04,C0040,P016,CAM008,Mobile App,Delhi,2,9072,10,18144,1814.4,16329.6,Completed,False
O00654,2026-06-16,C0046,P003,CAM007,Social,Bengaluru,4,12877,20,51508,10301.6,41206.4,Completed,False
O00655,2026-05-14,C0080,P006,CAM007,Marketplace,Hyderabad,2,2266,10,4532,453.2,-4078.8,Returned,True
O00656,2026-05-22,C0013,P014,CAM008,Social,Bengaluru,4,13533,10,54132,5413.2,48718.8,Completed,False
O00657,2026-04-09,C0044,P020,CAM008,Mobile App,Mumbai,2,12877,10,25754,2575.4,23178.6,Completed,False
O00658,2026-01-21,C0016,P017,CAM006,Marketplace,Chennai,1,11294,20,11294,2258.8,9035.2,Completed,False
O00659,2026-03-12,C0079,P009,CAM007,Mobile App,Mumbai,2,2266,0,4532,0.0,4532.0,Completed,False
O00660,2026-06-30,C0064,P005,CAM006,Marketplace,Bengaluru,2,13261,20,26522,5304.4,21217.6,Completed,False
O00661,2026-01-08,C0050,P020,CAM004,Marketplace,Delhi,1,11522,20,11522,2304.4,9217.6,Completed,False
O00662,2026-06-09,C0040,P006,CAM008,Mobile App,Bengaluru,3,17174,20,51522,10304.4,41217.6,Completed,False
O00663,2026-05-04,C0016,P007,CAM009,Social,Hyderabad,2,2266,10,4532,453.2,4078.8,Completed,False
O00664,2026-02-21,C0093,P020,CAM008,Social,Bengaluru,3,2044,10,6132,613.2,5518.8,Completed,False
O00665,2026-05-21,C0065,P012,CAM008,Social,Mumbai,2,11294,5,22588,1129.4,21458.6,Completed,False
O00666,2026-06-01,C0032,P006,CAM009,Website,Hyderabad,2,16000,5,32000,1600.0,30400.0,Completed,False
O00667,2026-01-08,C0042,P001,CAM004,Marketplace,Bengaluru,2,6427,20,12854,2570.8,10283.2,Completed,False
O00668,2026-01-20,C0073,P009,CAM001,Website,Bengaluru,1,9686,10,9686,968.6,8717.4,Completed,False
O00669,2026-05-01,C0072,P020,CAM004,Website,Delhi,3,7276,15,21828,3274.2,18553.8,Completed,False
O00670,2026-06-30,C0047,P009,CAM008,Social,Bengaluru,1,9686,0,9686,0.0,9686.0,Completed,False
O00671,2026-01-05,C0031,P014,CAM009,Website,Hyderabad,3,9072,15,27216,4082.4,23133.6,Completed,False
O00672,2026-05-01,C0066,P006,CAM006,Social,Chennai,4,9072,15,36288,5443.2,30844.8,Completed,False
O00673,2026-01-25,C0066,P016,CAM008,Mobile App,Hyderabad,4,17174,20,68696,13739.2,-54956.8,Returned,True
O00674,2026-04-28,C0060,P016,CAM001,Mobile App,Mumbai,2,1100,0,2200,0.0,2200.0,Completed,False
O00675,2026-04-23,C0008,P013,CAM007,Website,Bengaluru,2,17174,10,34348,3434.8,30913.2,Completed,False
O00676,2026-01-17,C0048,P016,CAM007,Marketplace,Hyderabad,4,11404,10,45616,4561.6,-41054.4,Returned,True
O00677,2026-05-04,C0062,P012,CAM006,Marketplace,Delhi,2,11704,10,23408,2340.8,21067.2,Completed,False
O00678,2026-06-12,C0096,P008,CAM008,Mobile App,Hyderabad,2,9072,0,18144,0.0,18144.0,Completed,False
O00679,2026-06-06,C0053,P015,CAM005,Social,Mumbai,4,11704,10,46816,4681.6,42134.4,Completed,False
O00680,2026-01-06,C0035,P017,CAM006,Mobile App,Chennai,4,9072,5,36288,1814.4,34473.6,Completed,False
O00681,2026-02-14,C0056,P017,CAM007,Marketplace,Chennai,4,12877,15,51508,7726.2,43781.8,Completed,False
O00682,2026-02-13,C0018,P005,CAM008,Mobile App,Chennai,1,11294,5,11294,564.7,10729.3,Completed,False
O00683,2026-03-24,C0010,P014,CAM003,Marketplace,Mumbai,4,11524,10,46096,4609.6,41486.4,Completed,False
O00684,2026-01-26,C0068,P001,CAM004,Website,Mumbai,1,11522,15,11522,1728.3,9793.7,Completed,False
O00685,2026-06-04,C0099,P012,CAM005,Mobile App,Delhi,3,6427,0,19281,0.0,19281.0,Completed,False
O00686,2026-05-21,C0085,P012,CAM003,Marketplace,Bengaluru,4,11294,15,45176,6776.4,38399.6,Completed,False
O00687,2026-05-27,C0059,P008,CAM004,Marketplace,Mumbai,3,11522,15,34566,5184.9,-29381.1,Returned,True
O00688,2026-02-05,C0005,P020,CAM004,Mobile App,Mumbai,4,11704,0,46816,0.0,46816.0,Completed,False
O00689,2026-01-03,C0099,P018,CAM004,Marketplace,Bengaluru,2,13261,0,26522,0.0,26522.0,Completed,False
O00690,2026-06-14,C0045,P001,CAM005,Marketplace,Bengaluru,2,7276,20,14552,2910.4,11641.6,Completed,False
O00691,2026-02-22,C0029,P005,CAM006,Mobile App,Chennai,2,6427,5,12854,642.7,12211.3,Completed,False
O00692,2026-04-29,C0090,P005,CAM007,Website,Bengaluru,2,11522,20,23044,4608.8,18435.2,Completed,False
O00693,2026-06-14,C0075,P018,CAM004,Marketplace,Mumbai,3,11404,10,34212,3421.2,-30790.8,Returned,True
O00694,2026-01-07,C0075,P011,CAM009,Social,Chennai,2,11404,5,22808,1140.4,21667.6,Completed,False
O00695,2026-01-01,C0028,P015,CAM005,Social,Hyderabad,3,2266,5,6798,339.9,6458.1,Completed,False
O00696,2026-01-01,C0100,P017,CAM008,Marketplace,Bengaluru,2,13533,15,27066,4059.9,23006.1,Completed,False
O00697,2026-01-29,C0046,P016,CAM002,Social,Chennai,2,1100,0,2200,0.0,2200.0,Completed,False
O00698,2026-01-10,C0054,P002,CAM002,Social,Bengaluru,1,9015,10,9015,901.5,-8113.5,Returned,True
O00699,2026-05-29,C0076,P003,CAM005,Marketplace,Chennai,3,9015,5,27045,1352.25,25692.75,Completed,False
O00700,2026-04-20,C0066,P008,CAM004,Website,Chennai,4,9015,0,36060,0.0,36060.0,Completed,False
O00701,2026-06-27,C0018,P007,CAM005,Marketplace,Delhi,4,7276,5,29104,1455.2,27648.8,Completed,False
O00702,2026-05-26,C0031,P015,CAM002,Marketplace,Chennai,2,16000,10,32000,3200.0,-28800.0,Returned,True
O00703,2026-06-24,C0037,P004,CAM005,Mobile App,Hyderabad,2,13533,15,27066,4059.9,23006.1,Completed,False
O00704,2026-02-13,C0095,P008,CAM007,Social,Bengaluru,3,12877,0,38631,0.0,38631.0,Completed,False
O00705,2026-02-22,C0072,P005,CAM008,Social,Bengaluru,3,17174,20,51522,10304.4,41217.6,Completed,False
