session_id,session_date,customer_id,channel,sessions,conversions
S01187,2026-01-14,C0071,Social,1,0
S01188,2026-02-04,C0047,Website,1,1
S01189,2026-06-10,C0021,Website,1,1
S01190,2026-06-02,C0010,Mobile App,1,0
S01191,2026-01-03,C0016,Social,1,0
S01192,2026-03-08,C0011,Social,1,0
S01193,2026-02-14,C0053,Marketplace,1,0
S01194,2026-02-28,C0020,Marketplace,1,0
S01195,2026-04-26,C0013,Website,1,0
S01196,2026-04-03,C0029,Marketplace,1,0
S01197,2026-03-29,C0070,Website,1,0
S01198,2026-03-20,C0050,Marketplace,1,0
S01199,2026-04-27,C0016,Website,1,0
S01200,2026-05-04,C0075,Website,1,0
S01201,2026-01-08,C0049,Social,1,0
S01202,2026-01-25,C0019,Social,1,0
S01203,2026-03-03,C0070,Marketplace,1,0
S01204,2026-03-20,C0100,Marketplace,1,0
S01205,2026-06-30,C0055,Website,1,0
S01206,2026-06-11,C0017,Marketplace,1,1
S01207,2026-04-28,C0031,Marketplace,1,1
S01208,2026-01-07,C0060,Marketplace,1,0
S01209,2026-01-19,C0100,Mobile App,1,0
S01210,2026-03-24,C0093,Mobile App,1,0
S01211,2026-04-17,C0094,Social,1,1
S01212,2026-04-30,C0084,Mobile App,1,0
S01213,2026-01-26,C0058,Social,1,1
S01214,2026-06-10,C0065,Social,1,0
S01215,2026-03-31,C0074,Social,1,0
S01216,2026-04-18,C0072,Marketplace,1,0
S01217,2026-01-08,C0064,Website,1,0
S01218,2026-05-30,C0014,Website,1,1
S01219,2026-04-09,C0088,Marketplace,1,0
S01220,2026-02-10,C0001,Mobile App,1,1
S01221,2026-02-27,C0043,Website,1,0
S01222,2026-03-05,C0044,Social,1,1
S01223,2026-01-05,C0100,Social,1,1
S01224,2026-06-20,C0009,Mobile App,1,0
S01225,2026-05-26,C0048,Marketplace,1,1
S01226,2026-06-10,C0036,Mobile App,1,0
S01227,2026-03-06,C0010,Mobile App,1,0
S01228,2026-04-11,C0023,Marketplace,1,0
S01229,2026-03-24,C0043,Mobile App,1,0
S01230,2026-03-28,C0092,Social,1,1
S01231,2026-04-17,C0039,Website,1,0
S01232,2026-03-23,C0089,Marketplace,1,0
S01233,2026-05-20,C0074,Social,1,0
S01234,2026-01-11,C0082,Social,1,0
S01235,2026-02-04,C0086,Website,1,0
S01236,2026-06-11,C0072,Website,1,0
S01237,2026-06-09,C0074,Marketplace,1,0
S01238,2026-05-29,C0016,Social,1,1
S01239,2026-03-08,C0072,Social,1,1
S01240,2026-03-24,C0005,Social,1,1
S01241,2026-01-05,C0074,Website,1,0
S01242,2026-02-20,C0066,Marketplace,1,0
S01243,2026-05-12,C0076,Marketplace,1,1
S01244,2026-03-04,C0065,Marketplace,1,0
S01245,2026-03-28,C0037,Social,1,1
S01246,2026-01-23,C0037,Website,1,0
S01247,2026-03-31,C0060,Mobile App,1,0
S01248,2026-05-11,C0048,Mobile App,1,0
S01249,2026-04-14,C0035,Social,1,0
S01250,2026-04-11,C0049,Website,1,0
S01251,2026-06-15,C0054,Mobile App,1,0
S01252,2026-02-12,C0024,Website,1,0
S01253,2026-02-24,C0064,Website,1,0
S01254,2026-04-23,C0032,Social,1,0
S01255,2026-03-28,C0027,Social,1,0
S01256,2026-06-27,C0042,Mobile App,1,0
S01257,2026-01-11,C0011,Marketplace,1,0
S01258,2026-01-23,C0061,Marketplace,1,1
S01259,2026-03-03,C0074,Social,1,0
S01260,2026-03-24,C0096,Mobile App,1,0
S01261,2026-06-11,C0029,Social,1,0
S01262,2026-03-31,C0054,Mobile App,1,0
S01263,2026-03-21,C0051,Marketplace,1,0
S01264,2026-01-31,C0074,Mobile App,1,0
S01265,2026-03-20,C0063,Marketplace,1,1
S01266,2026-04-07,C0081,Mobile App,1,0
S01267,2026-04-16,C0086,Social,1,0
S01268,2026-04-20,C0012,Marketplace,1,0
S01269,2026-03-19,C0036,Mobile App,1,0
S01270,2026-01-29,C0066,Social,1,0
S01271,2026-01-28,C0055,Marketplace,1,0
S01272,2026-01-29,C0049,Mobile App,1,0
S01273,2026-04-22,C0018,Website,1,1
S01274,2026-06-04,C0058,Social,1,0
S01275,2026-06-09,C0075,Social,1,0
S01276,2026-02-26,C0004,Marketplace,1,0
S01277,2026-01-15,C0060,Social,1,0
S01278,2026-04-25,C0091,Marketplace,1,0
S01279,2026-01-07,C0058,Website,1,0
S01280,2026-04-24,C0096,Website,1,0
S01281,2026-03-11,C0036,Website,1,0
S01282,2026-06-01,C0001,Website,1,0
S01283,2026-04-24,C0069,Marketplace,1,1
S01284,2026-05-14,C0022,Social,1,0
S01285,2026-03-15,C0001,Website,1,0
S01286,2026-06-02,C0019,Marketplace,1,0
S01287,2026-04-06,C0094,Website,1,0
S01288,2026-04-24,C0079,Mobile App,1,1
S01289,2026-03-07,C0028,Social,1,1
S01290,2026-03-23,C0060,Social,1,0
S01291,2026-06-02,C0034,Social,1,0
S01292,2026-03-13,C0018,Mobile App,1,1
S01293,2026-01-04,C0099,Social,1,1
S01294,2026-03-10,C0082,Social,1,0
S01295,2026-03-12,C0037,Mobile App,1,1
S01296,2026-03-17,C0036,Mobile App,1,1
S01297,2026-01-13,C0082,Website,1,1
S01298,2026-01-24,C0047,Social,1,0
S01299,2026-02-28,C0038,Website,1,0
S01300,2026-03-18,C0039,Mobile App,1,0
S01301,2026-01-06,C0045,Mobile App,1,1
S01302,2026-03-12,C0053,Website,1,0
S01303,2026-02-27,C0005,Social,1,0
S01304,2026-01-07,C0049,Marketplace,1,0
S01305,2026-02-15,C0044,Website,1,0
S01306,2026-02-19,C0028,Website,1,1
S01307,2026-01-26,C0036,Website,1,0
S01308,2026-05-17,C0043,Social,1,0
S01309,2026-01-14,C0037,Mobile App,1,0
S01310,2026-04-15,C0091,Marketplace,1,0
S01311,2026-05-01,C0053,Website,1,1
S01312,2026-05-26,C0051,Website,1,0
S01313,2026-04-09,C0027,Marketplace,1,1
S01314,2026-04-09,C0092,Website,1,0
S01315,2026-05-18,C0003,Marketplace,1,0
S01316,2026-06-04,C0056,Social,1,0
S01317,2026-02-08,C0017,Mobile App,1,1
S01318,2026-05-25,C0077,Marketplace,1,1
S01319,2026-03-25,C0038,Social,1,0
S01320,2026-01-18,C0030,Social,1,0
S01321,2026-04-21,C0006,Website,1,1
S01322,2026-06-26,C0080,Website,1,0
S01323,2026-01-26,C0040,Social,1,0
S01324,2026-01-03,C0027,Social,1,0
S01325,2026-06-15,C0085,Mobile App,1,1
S01326,2026-04-19,C0002,Marketplace,1,1
S01327,2026-02-09,C0047,Marketplace,1,0
S01328,2026-05-24,C0017,Marketplace,1,0
S01329,2026-03-13,C0013,Social,1,0
S01330,2026-03-02,C0003,Mobile App,1,0
S01331,2026-02-22,C0019,Social,1,0
S01332,2026-04-19,C0095,Website,1,1
S01333,2026-01-25,C0045,Website,1,1
S01334,2026-03-07,C0100,Social,1,0
S01335,2026-02-25,C0027,Website,1,1
S01336,2026-01-11,C0077,Social,1,0
S01337,2026-05-19,C0009,Mobile App,1,1
S01338,2026-01-02,C0011,Mobile App,1,0
S01339,2026-06-23,C0002,Website,1,0
S01340,2026-01-18,C0090,Social,1,0
S01341,2026-03-06,C0068,Mobile App,1,1
S01342,2026-01-18,C0075,Website,1,1
S01343,2026-03-08,C0093,Mobile App,1,0
S01344,2026-04-21,C0034,Website,1,1
S01345,2026-01-16,C0073,Social,1,0
S01346,2026-04-06,C0051,Website,1,0
S01347,2026-05-20,C0055,Mobile App,1,0
S01348,2026-03-24,C0067,Mobile App,1,1
S01349,2026-01-21,C0047,Website,1,1
S01350,2026-05-06,C0003,Website,1,0
S01351,2026-02-03,C0008,Marketplace,1,0
S01352,2026-01-04,C0051,Mobile App,1,1
S01353,2026-03-21,C0057,Website,1,0
S01354,2026-02-19,C0074,Website,1,0
S01355,2026-01-06,C0058,Social,1,0
S01356,2026-05-21,C0019,Marketplace,1,0
S01357,2026-04-19,C0037,Marketplace,1,0
S01358,2026-06-14,C0045,Social,1,0
S01359,2026-03-28,C0099,Website,1,0
S01360,2026-03-21,C0054,Marketplace,1,0
S01361,2026-06-02,C0064,Social,1,1
S01362,2026-01-15,C0074,Website,1,0
S01363,2026-03-07,C0037,Marketplace,1,1
S01364,2026-05-25,C0097,Social,1,0
S01365,2026-02-22,C0068,Marketplace,1,1
S01366,2026-06-10,C0085,Website,1,0
S01367,2026-02-21,C0075,Marketplace,1,1
S01368,2026-03-16,C0063,Social,1,0
S01369,2026-06-12,C0004,Website,1,0
S01370,2026-02-14,C0059,Marketplace,1,0
S01371,2026-06-25,C0013,Marketplace,1,0
S01372,2026-01-08,C0061,Mobile App,1,0
S01373,2026-02-18,C0071,Website,1,1
S01374,2026-04-17,C0055,Website,1,0
S01375,2026-04-18,C0031,Social,1,0
S01376,2026-06-14,C0006,Social,1,1
S01377,2026-06-23,C0068,Mobile App,1,0
S01378,2026-05-03,C0070,Social,1,0
S01379,2026-04-30,C0048,Social,1,0
S01380,2026-02-27,C0072,Marketplace,1,1
S01381,2026-05-26,C0078,Marketplace,1,0
S01382,2026-04-27,C0052,Social,1,1
S01383,2026-01-05,C0005,Marketplace,1,0
S01384,2026-05-31,C0088,Social,1,0
S01385,2026-03-07,C0047,Social,1,0
S01386,2026-03-28,C0068,Website,1,0
S01387,2026-03-29,C0092,Marketplace,1,0
S01388,2026-05-29,C0037,Marketplace,1,0
S01389,2026-02-18,C0063,Social,1,1
S01390,2026-03-12,C0002,Mobile App,1,1
S01391,2026-01-08,C0089,Social,1,0
S01392,2026-03-05,C0006,Mobile App,1,0
S01393,2026-01-16,C0055,Mobile App,1,0
S01394,2026-04-16,C0036,Website,1,1
S01395,2026-06-11,C0004,Mobile App,1,0
S01396,2026-03-26,C0047,Social,1,1
S01397,2026-06-15,C0094,Marketplace,1,0
S01398,2026-06-26,C0017,Marketplace,1,0
S01399,2026-01-10,C0030,Social,1,1
S01400,2026-04-04,C0019,Mobile App,1,0
S01401,2026-04-06,C0013,Marketplace,1,0
S01402,2026-03-11,C0024,Mobile App,1,0
S01403,2026-05-31,C0058,Social,1,0
S01404,2026-03-13,C0079,Mobile App,1,1
S01405,2026-01-10,C0070,Social,1,0
S01406,2026-04-10,C0078,Marketplace,1,1
S01407,2026-02-06,C0072,Social,1,1
S01408,2026-03-06,C0039,Social,1,0
S01409,2026-04-01,C0091,Social,1,0
S01410,2026-05-11,C0018,Mobile App,1,0
S01411,2026-02-20,C0070,Marketplace,1,0
S01412,2026-03-10,C0012,Mobile App,1,0
S01413,2026-01-13,C0077,Website,1,0
S01414,2026-03-11,C0009,Marketplace,1,1
S01415,2026-04-16,C0022,Mobile App,1,0
S01416,2026-04-22,C0040,Mobile App,1,0
S01417,2026-02-23,C0070,Website,1,0
S01418,2026-01-12,C0005,Marketplace,1,1
S01419,2026-04-15,C0026,Marketplace,1,0
S01420,2026-04-29,C0034,Website,1,0
S01421,2026-01-16,C0074,Marketplace,1,0
S01422,2026-04-02,C0097,Website,1,0
S01423,2026-01-18,C0062,Website,1,0
S01424,2026-03-23,C0051,Mobile App,1,1
S01425,2026-04-26,C0034,Mobile App,1,0
S01426,2026-05-11,C0083,Social,1,0
S01427,2026-05-10,C0011,Website,1,1
S01428,2026-05-18,C0013,Mobile App,1,0
S01429,2026-02-13,C0021,Marketplace,1,0
S01430,2026-06-03,C0027,Website,1,0
S01431,2026-03-05,C0047,Social,1,1
S01432,2026-03-09,C0095,Marketplace,1,0
S01433,2026-05-23,C0066,Social,1,0
S01434,2026-03-01,C0039,Social,1,0
S01435,2026-01-14,C0022,Website,1,0
S01436,2026-05-10,C0065,Mobile App,1,0
S01437,2026-04-30,C0026,Marketplace,1,0
S01438,2026-04-16,C0098,Website,1,0
S01439,2026-01-26,C0048,Mobile App,1,0
S01440,2026-04-25,C0056,Marketplace,1,0
S01441,2026-02-05,C0091,Social,1,0
S01442,2026-04-11,C0031,Mobile App,1,0
S01443,2026-04-02,C0048,Social,1,0
S01444,2026-05-20,C0054,Marketplace,1,0
S01445,2026-06-26,C0028,Website,1,0
S01446,2026-02-04,C0006,Mobile App,1,0
S01447,2026-01-21,C0029,Social,1,0
S01448,2026-04-11,C0012,Website,1,1
S01449,2026-06-22,C0068,Website,1,0
S01450,2026-01-29,C0001,Mobile App,1,0
S01451,2026-03-30,C0032,Social,1,0
S01452,2026-03-15,C0089,Marketplace,1,0
S01453,2026-02-27,C0057,Website,1,0
S01454,2026-05-01,C0068,Mobile App,1,0
S01455,2026-02-23,C0067,Social,1,0
S01456,2026-03-31,C0030,Website,1,1
S01457,2026-06-03,C0064,Marketplace,1,0
S01458,2026-03-10,C0023,Mobile App,1,1
S01459,2026-01-04,C0064,Social,1,0
S01460,2026-06-10,C0069,Social,1,1
S01461,2026-02-19,C0088,Social,1,0
S01462,2026-05-20,C0092,Website,1,1
S01463,2026-05-19,C0003,Mobile App,1,0
S01464,2026-04-06,C0030,Marketplace,1,0
S01465,2026-01-16,C0055,Mobile App,1,0
S01466,2026-06-21,C0033,Marketplace,1,1
S01467,2026-05-04,C0062,Marketplace,1,0
S01468,2026-03-18,C0086,Mobile App,1,0
S01469,2026-06-04,C0026,Website,1,0
S01470,2026-05-23,C0090,Social,1,1
S01471,2026-05-18,C0089,Social,1,1
S01472,2026-01-31,C0092,Social,1,1
S01473,2026-04-25,C0008,Mobile App,1,0
S01474,2026-02-21,C0030,Mobile App,1,1
S01475,2026-01-15,C0013,Mobile App,1,0
S01476,2026-03-03,C0013,Website,1,0
S01477,2026-01-19,C0006,Website,1,0
S01478,2026-01-20,C0044,Mobile App,1,1
S01479,2026-05-12,C0009,Social,1,0
S01480,2026-04-01,C0030,Website,1,0
S01481,2026-03-14,C0099,Marketplace,1,0
S01482,2026-02-04,C0089,Marketplace,1,0
S01483,2026-05-20,C0094,Mobile App,1,0
S01484,2026-04-25,C0004,Social,1,0
S01485,2026-04-16,C0067,Website,1,0
S01486,2026-02-04,C0064,Social,1,0
S01487,2026-01-23,C0014,Marketplace,1,0
S01488,2026-01-23,C0091,Mobile App,1,0
S01489,2026-01-05,C0041,Social,1,0
S01490,2026-06-25,C0098,Mobile App,1,0
S01491,2026-03-08,C0012,Social,1,0
S01492,2026-04-30,C0066,Website,1,0
S01493,2026-06-27,C0014,Website,1,0
S01494,2026-06-19,C0095,Marketplace,1,0
S01495,2026-02-28,C0061,Social,1,0
S01496,2026-03-30,C0008,Website,1,0
S01497,2026-03-25,C0022,Social,1,0
S01498,2026-01-07,C0036,Social,1,0
S01499,2026-05-20,C0002,Mobile App,1,0
S01500,2026-04-14,C0001,Social,1,0
