order_id,order_date,customer_id,product_id,quantity,unit_price,discount_pct,status,channel,region,campaign_id
O00628,2026-01-22,C0035,P006,2,7276,10,Returned,Marketplace,Hyderabad,CAM009
O00629,2026-02-19,C0006,P005,1,12877,0,Completed,Website,Mumbai,CAM010
O00630,2026-06-03,C0080,P004,4,15417,5,Returned,Social,Chennai,CAM005
O00631,2026-06-08,C0066,P005,4,11524,20,Completed,Social,Delhi,CAM008
O00632,2026-04-26,C0063,P004,1,12255,0,Returned,Website,Delhi,CAM009
O00633,2026-01-23,C0006,P015,2,16000,5,Completed,Social,Mumbai,CAM002
O00634,2026-01-23,C0076,P002,3,13533,15,Completed,Mobile App,Delhi,CAM007
O00635,2026-03-28,C0064,P013,2,12877,5,Completed,Social,Delhi,CAM004
O00636,2026-04-17,C0080,P019,3,16000,20,Completed,Marketplace,Bengaluru,CAM002
O00637,2026-01-06,C0083,P016,2,17174,15,Completed,Website,Bengaluru,CAM002
O00638,2026-05-05,C0022,P009,1,9015,0,Completed,Website,Delhi,CAM002
O00639,2026-04-09,C0022,P002,2,12255,5,Completed,Mobile App,Bengaluru,CAM009
O00640,2026-01-03,C0093,P017,3,12255,15,Completed,Website,Hyderabad,CAM008
O00641,2026-01-18,C0054,P001,1,13533,20,Completed,Website,Bengaluru,CAM002
O00642,2026-03-24,C0044,P014,4,11294,20,Completed,Social,Hyderabad,CAM007
O00643,2026-05-11,C0029,P014,1,11524,20,Completed,Social,Delhi,CAM007
O00644,2026-05-30,C0064,P004,1,2266,0,Completed,Mobile App,Chennai,CAM006
O00645,2026-03-20,C0076,P015,3,1100,15,Completed,Website,Mumbai,CAM007
O00646,2026-02-23,C0001,P004,3,15417,0,Completed,Website,Mumbai,CAM010
O00647,2026-06-25,C0056,P005,2,11524,0,Completed,Social,Delhi,CAM006
O00648,2026-03-24,C0100,P017,2,11404,15,Completed,Mobile App,Delhi,CAM007
O00649,2026-02-27,C0029,P020,1,6427,10,Completed,Website,Mumbai,CAM006
O00650,2026-03-22,C0029,P006,3,6427,15,Completed,Mobile App,Chennai,CAM004
O00651,2026-01-03,C0088,P019,2,2044,20,Completed,Mobile App,Hyderabad,CAM009
O00652,2026-02-24,C0007,P019,1,9015,0,Completed,Marketplace,Mumbai,CAM005
O00653,2026-04-04,C0040,P016,2,9072,10,Completed,Mobile App,Delhi,CAM008
O00654,2026-06-16,C0046,P003,4,12877,20,Completed,Social,Bengaluru,CAM007
O00655,2026-05-14,C0080,P006,2,2266,10,Returned,Marketplace,Hyderabad,CAM007
O00656,2026-05-22,C0013,P014,4,13533,10,Completed,Social,Bengaluru,CAM008
O00657,2026-04-09,C0044,P020,2,12877,10,Completed,Mobile App,Mumbai,CAM008
O00658,2026-01-21,C0016,P017,1,11294,20,Completed,Marketplace,Chennai,CAM006
O00659,2026-03-12,C0079,P009,2,2266,0,Completed,Mobile App,Mumbai,CAM007
O00660,2026-06-30,C0064,P005,2,13261,20,Completed,Marketplace,Bengaluru,CAM006
O00661,2026-01-08,C0050,P020,1,11522,20,Completed,Marketplace,Delhi,CAM004
O00662,2026-06-09,C0040,P006,3,17174,20,Completed,Mobile App,Bengaluru,CAM008
O00663,2026-05-04,C0016,P007,2,2266,10,Completed,Social,Hyderabad,CAM009
O00664,2026-02-21,C0093,P020,3,2044,10,Completed,Social,Bengaluru,CAM008
O00665,2026-05-21,C0065,P012,2,11294,5,Completed,Social,Mumbai,CAM008
O00666,2026-06-01,C0032,P006,2,16000,5,Completed,Website,Hyderabad,CAM009
O00667,2026-01-08,C0042,P001,2,6427,20,Completed,Marketplace,Bengaluru,CAM004
O00668,2026-01-20,C0073,P009,1,9686,10,Completed,Website,Bengaluru,CAM001
O00669,2026-05-01,C0072,P020,3,7276,15,Completed,Website,Delhi,CAM004
O00670,2026-06-30,C0047,P009,1,9686,0,Completed,Social,Bengaluru,CAM008
O00671,2026-01-05,C0031,P014,3,9072,15,Completed,Website,Hyderabad,CAM009
O00672,2026-05-01,C0066,P006,4,9072,15,Completed,Social,Chennai,CAM006
O00673,2026-01-25,C0066,P016,4,17174,20,Returned,Mobile App,Hyderabad,CAM008
O00674,2026-04-28,C0060,P016,2,1100,0,Completed,Mobile App,Mumbai,CAM001
O00675,2026-04-23,C0008,P013,2,17174,10,Completed,Website,Bengaluru,CAM007
O00676,2026-01-17,C0048,P016,4,11404,10,Returned,Marketplace,Hyderabad,CAM007
O00677,2026-05-04,C0062,P012,2,11704,10,Completed,Marketplace,Delhi,CAM006
O00678,2026-06-12,C0096,P008,2,9072,0,Completed,Mobile App,Hyderabad,CAM008
O00679,2026-06-06,C0053,P015,4,11704,10,Completed,Social,Mumbai,CAM005
O00680,2026-01-06,C0035,P017,4,9072,5,Completed,Mobile App,Chennai,CAM006
O00681,2026-02-14,C0056,P017,4,12877,15,Completed,Marketplace,Chennai,CAM007
O00682,2026-02-13,C0018,P005,1,11294,5,Completed,Mobile App,Chennai,CAM008
O00683,2026-03-24,C0010,P014,4,11524,10,Completed,Marketplace,Mumbai,CAM003
O00684,2026-01-26,C0068,P001,1,11522,15,Completed,Website,Mumbai,CAM004
O00685,2026-06-04,C0099,P012,3,6427,0,Completed,Mobile App,Delhi,CAM005
O00686,2026-05-21,C0085,P012,4,11294,15,Completed,Marketplace,Bengaluru,CAM003
O00687,2026-05-27,C0059,P008,3,11522,15,Returned,Marketplace,Mumbai,CAM004
O00688,2026-02-05,C0005,P020,4,11704,0,Completed,Mobile App,Mumbai,CAM004
O00689,2026-01-03,C0099,P018,2,13261,0,Completed,Marketplace,Bengaluru,CAM004
O00690,2026-06-14,C0045,P001,2,7276,20,Completed,Marketplace,Bengaluru,CAM005
O00691,2026-02-22,C0029,P005,2,6427,5,Completed,Mobile App,Chennai,CAM006
O00692,2026-04-29,C0090,P005,2,11522,20,Completed,Website,Bengaluru,CAM007
O00693,2026-06-14,C0075,P018,3,11404,10,Returned,Marketplace,Mumbai,CAM004
O00694,2026-01-07,C0075,P011,2,11404,5,Completed,Social,Chennai,CAM009
O00695,2026-01-01,C0028,P015,3,2266,5,Completed,Social,Hyderabad,CAM005
O00696,2026-01-01,C0100,P017,2,13533,15,Completed,Marketplace,Bengaluru,CAM008
O00697,2026-01-29,C0046,P016,2,1100,0,Completed,Social,Chennai,CAM002
O00698,2026-01-10,C0054,P002,1,9015,10,Returned,Social,Bengaluru,CAM002
O00699,2026-05-29,C0076,P003,3,9015,5,Completed,Marketplace,Chennai,CAM005
O00700,2026-04-20,C0066,P008,4,9015,0,Completed,Website,Chennai,CAM004
O00701,2026-06-27,C0018,P007,4,7276,5,Completed,Marketplace,Delhi,CAM005
O00702,2026-05-26,C0031,P015,2,16000,10,Returned,Marketplace,Chennai,CAM002
O00703,2026-06-24,C0037,P004,2,13533,15,Completed,Mobile App,Hyderabad,CAM005
O00704,2026-02-13,C0095,P008,3,12877,0,Completed,Social,Bengaluru,CAM007
O00705,2026-02-22,C0072,P005,3,17174,20,Completed,Social,Bengaluru,CAM008
O00706,2026-06-03,C0037,P004,1,17174,20,Completed,Mobile App,Bengaluru,CAM003
O00707,2026-02-14,C0074,P004,3,12255,15,Completed,Mobile App,Mumbai,CAM004
O00708,2026-01-11,C0074,P004,1,12255,20,Completed,Website,Bengaluru,CAM006
O00709,2026-05-02,C0040,P012,1,11524,10,Completed,Website,Bengaluru,CAM006
O00710,2026-05-25,C0041,P009,3,16000,20,Returned,Mobile App,Mumbai,CAM008
O00711,2026-06-25,C0090,P009,1,13261,15,Completed,Mobile App,Hyderabad,CAM004
O00712,2026-06-17,C0057,P010,2,17174,10,Completed,Mobile App,Hyderabad,CAM007
O00713,2026-01-22,C0015,P015,3,1100,0,Completed,Website,Bengaluru,CAM009
O00714,2026-05-20,C0072,P018,3,12877,10,Completed,Mobile App,Hyderabad,CAM003
O00715,2026-06-03,C0059,P011,2,11524,20,Completed,Marketplace,Mumbai,CAM009
O00716,2026-05-07,C0051,P013,1,12877,20,Completed,Mobile App,Chennai,CAM004
O00717,2026-05-29,C0073,P015,4,17174,10,Completed,Marketplace,Mumbai,CAM004
O00718,2026-06-01,C0091,P014,4,12255,5,Completed,Mobile App,Chennai,CAM007
O00719,2026-03-22,C0034,P003,4,6427,15,Completed,Marketplace,Delhi,CAM007
O00720,2026-01-08,C0042,P020,3,11404,0,Completed,Marketplace,Delhi,CAM006
O00721,2026-03-24,C0019,P004,2,15417,0,Completed,Social,Chennai,CAM003
O00722,2026-02-06,C0065,P009,4,2266,10,Completed,Website,Delhi,CAM001
O00723,2026-01-21,C0041,P014,2,9015,20,Completed,Social,Delhi,CAM010
O00724,2026-01-23,C0035,P009,1,2266,5,Completed,Mobile App,Bengaluru,CAM009
O00725,2026-05-07,C0070,P005,4,12877,10,Completed,Website,Mumbai,CAM009
O00726,2026-04-02,C0041,P019,2,11522,5,Completed,Marketplace,Bengaluru,CAM006
O00727,2026-04-08,C0047,P002,4,11524,10,Completed,Website,Delhi,CAM009
O00728,2026-05-15,C0045,P005,2,15417,0,Completed,Website,Chennai,CAM005
O00729,2026-04-10,C0026,P020,4,2266,10,Completed,Social,Delhi,CAM001
O00730,2026-04-25,C0013,P015,3,9072,10,Completed,Website,Chennai,CAM002
O00731,2026-01-16,C0083,P002,2,9686,5,Completed,Marketplace,Mumbai,CAM003
O00732,2026-06-04,C0010,P016,2,6427,5,Completed,Website,Bengaluru,CAM004
O00733,2026-03-23,C0033,P020,4,15417,15,Completed,Website,Hyderabad,CAM010
O00734,2026-01-29,C0067,P002,1,11704,0,Completed,Website,Mumbai,CAM004
O00735,2026-05-28,C0014,P009,2,11524,0,Completed,Website,Bengaluru,CAM007
O00736,2026-05-13,C0066,P010,2,11704,0,Completed,Mobile App,Mumbai,CAM003
O00737,2026-01-10,C0074,P003,3,6427,20,Completed,Mobile App,Hyderabad,CAM007
O00738,2026-02-04,C0067,P005,2,17174,5,Returned,Website,Mumbai,CAM006
O00739,2026-01-03,C0031,P004,3,6427,0,Completed,Mobile App,Hyderabad,CAM002
O00740,2026-02-19,C0002,P004,2,17174,20,Completed,Mobile App,Chennai,CAM005
O00741,2026-01-19,C0089,P009,1,15417,0,Completed,Marketplace,Hyderabad,CAM002
O00742,2026-05-09,C0033,P010,1,11294,5,Completed,Social,Delhi,CAM009
O00743,2026-04-05,C0081,P005,3,1100,0,Completed,Marketplace,Bengaluru,CAM008
O00744,2026-06-27,C0020,P006,2,17174,15,Completed,Social,Chennai,CAM010
O00745,2026-05-16,C0017,P004,2,11294,15,Completed,Website,Chennai,CAM009
O00746,2026-04-21,C0078,P016,3,13533,15,Completed,Website,Mumbai,CAM003
O00747,2026-04-03,C0094,P005,2,13533,5,Completed,Social,Chennai,CAM008
O00748,2026-01-10,C0087,P019,2,6427,5,Completed,Mobile App,Bengaluru,CAM002
O00749,2026-01-13,C0076,P011,1,16000,20,Completed,Social,Delhi,CAM010
O00750,2026-04-22,C0025,P017,2,15417,20,Completed,Mobile App,Hyderabad,CAM008
O00751,2026-01-01,C0092,P013,3,2266,0,Completed,Website,Bengaluru,CAM007
O00752,2026-01-08,C0067,P006,3,15417,15,Returned,Social,Chennai,CAM010
O00753,2026-02-09,C0018,P013,4,11522,20,Completed,Marketplace,Delhi,CAM009
O00754,2026-06-10,C0013,P006,4,11704,10,Completed,Social,Bengaluru,CAM009
O00755,2026-03-25,C0088,P003,1,2044,15,Completed,Mobile App,Mumbai,CAM002
O00756,2026-05-09,C0028,P006,2,12255,0,Completed,Website,Mumbai,CAM001
O00757,2026-03-16,C0077,P006,2,11704,0,Completed,Marketplace,Bengaluru,CAM010
O00758,2026-02-01,C0014,P003,3,2044,0,Completed,Website,Hyderabad,CAM003
O00759,2026-03-09,C0029,P001,2,11524,0,Completed,Marketplace,Chennai,CAM005
O00760,2026-01-17,C0029,P019,4,6427,20,Completed,Mobile App,Delhi,CAM001
O00761,2026-05-20,C0029,P011,2,11522,15,Completed,Social,Chennai,CAM007
O00762,2026-02-03,C0068,P009,3,7276,15,Completed,Social,Hyderabad,CAM009
O00763,2026-03-10,C0092,P019,1,12877,5,Completed,Mobile App,Hyderabad,CAM009
O00764,2026-06-27,C0092,P005,4,11404,20,Completed,Social,Delhi,CAM006
O00765,2026-04-18,C0075,P009,4,9015,0,Completed,Website,Mumbai,CAM007
O00766,2026-03-24,C0021,P017,4,11704,20,Returned,Website,Chennai,CAM006
O00767,2026-04-09,C0097,P013,2,9686,0,Completed,Social,Hyderabad,CAM005
O00768,2026-05-22,C0055,P008,1,16000,0,Completed,Marketplace,Chennai,CAM006
O00769,2026-02-16,C0055,P006,3,9072,0,Completed,Mobile App,Chennai,CAM010
O00770,2026-04-26,C0071,P001,2,12877,15,Completed,Website,Bengaluru,CAM003
O00771,2026-06-07,C0077,P002,4,9015,5,Completed,Mobile App,Hyderabad,CAM005
O00772,2026-04-14,C0096,P004,3,11704,10,Returned,Marketplace,Delhi,CAM007
O00773,2026-03-22,C0059,P016,3,11404,10,Completed,Social,Mumbai,CAM006
O00774,2026-01-27,C0062,P013,4,11524,15,Completed,Social,Chennai,CAM001
O00775,2026-02-14,C0075,P009,4,17174,5,Completed,Mobile App,Chennai,CAM003
O00776,2026-06-21,C0026,P016,2,2044,0,Completed,Mobile App,Bengaluru,CAM007
O00777,2026-04-08,C0031,P004,1,11524,5,Completed,Website,Hyderabad,CAM007
O00778,2026-02-24,C0063,P005,1,13261,5,Completed,Website,Hyderabad,CAM008
O00779,2026-03-17,C0007,P008,2,11704,15,Completed,Mobile App,Hyderabad,CAM010
O00780,2026-04-15,C0033,P019,3,11704,15,Completed,Marketplace,Mumbai,CAM007
O00781,2026-04-08,C0072,P013,1,12255,0,Completed,Website,Mumbai,CAM006
O00782,2026-05-07,C0098,P018,1,13261,15,Completed,Mobile App,Bengaluru,CAM004
O00783,2026-02-16,C0052,P005,3,12255,0,Completed,Marketplace,Delhi,CAM004
O00784,2026-04-28,C0040,P017,4,11704,15,Completed,Social,Mumbai,CAM009
O00785,2026-03-22,C0045,P002,1,11404,5,Completed,Social,Hyderabad,CAM005
O00786,2026-06-20,C0069,P005,3,11294,5,Completed,Mobile App,Hyderabad,CAM008
O00787,2026-01-29,C0055,P011,1,11522,10,Completed,Mobile App,Bengaluru,CAM002
O00788,2026-01-27,C0003,P002,3,7276,5,Returned,Social,Hyderabad,CAM002
O00789,2026-03-25,C0054,P018,4,17174,15,Completed,Marketplace,Bengaluru,CAM003
O00790,2026-04-03,C0041,P018,4,9072,20,Completed,Mobile App,Chennai,CAM002
O00791,2026-05-06,C0071,P011,3,6427,20,Completed,Marketplace,Chennai,CAM007
O00792,2026-03-15,C0088,P007,3,2266,10,Completed,Website,Hyderabad,CAM007
O00793,2026-06-15,C0097,P002,4,1100,10,Completed,Mobile App,Delhi,CAM006
O00794,2026-03-27,C0062,P013,3,12877,10,Completed,Mobile App,Hyderabad,CAM003
O00795,2026-01-24,C0037,P011,2,9072,15,Completed,Social,Chennai,CAM006
O00796,2026-01-22,C0045,P016,4,9072,10,Completed,Website,Hyderabad,CAM002
O00797,2026-06-26,C0018,P013,3,11704,10,Returned,Social,Hyderabad,CAM005
O00798,2026-01-25,C0094,P003,4,17174,10,Completed,Mobile App,Hyderabad,CAM002
O00799,2026-06-21,C0085,P003,3,7276,5,Completed,Website,Chennai,CAM001
O00800,2026-02-20,C0086,P016,4,13261,10,Completed,Marketplace,Mumbai,CAM002
O00801,2026-01-17,C0033,P004,1,1100,15,Completed,Marketplace,Hyderabad,CAM002
O00802,2026-02-25,C0033,P019,1,17174,10,Completed,Website,Delhi,CAM005
O00803,2026-04-22,C0086,P003,1,13261,20,Completed,Website,Hyderabad,CAM006
O00804,2026-03-19,C0055,P015,3,11522,20,Completed,Website,Chennai,CAM007
O00805,2026-05-23,C0071,P020,3,13261,10,Completed,Mobile App,Hyderabad,CAM005
O00806,2026-04-21,C0049,P009,1,11704,20,Completed,Website,Delhi,CAM002
O00807,2026-03-14,C0045,P002,1,2044,0,Completed,Marketplace,Delhi,CAM001
O00808,2026-04-25,C0064,P018,4,11524,20,Completed,Website,Bengaluru,CAM008
O00809,2026-06-25,C0082,P004,4,11524,5,Returned,Social,Chennai,CAM010
O00810,2026-03-16,C0034,P011,3,9072,10,Completed,Social,Delhi,CAM003
O00811,2026-01-28,C0081,P020,2,13261,5,Completed,Marketplace,Delhi,CAM003
O00812,2026-03-15,C0025,P015,2,9686,10,Completed,Social,Hyderabad,CAM004
O00813,2026-06-02,C0041,P001,1,9686,5,Completed,Social,Mumbai,CAM003
O00814,2026-02-09,C0092,P017,1,13533,15,Completed,Website,Mumbai,CAM003
O00815,2026-06-21,C0096,P004,4,2044,0,Completed,Mobile App,Hyderabad,CAM005
O00816,2026-04-17,C0093,P015,2,11524,20,Completed,Social,Hyderabad,CAM008
O00817,2026-04-19,C0032,P013,3,2044,20,Completed,Mobile App,Bengaluru,CAM008
O00818,2026-02-27,C0085,P006,3,2044,10,Completed,Marketplace,Mumbai,CAM010
O00819,2026-06-16,C0094,P009,2,12877,10,Completed,Social,Hyderabad,CAM004
O00820,2026-01-07,C0098,P003,1,11524,15,Completed,Social,Bengaluru,CAM005
O00821,2026-02-24,C0003,P020,3,2044,0,Completed,Mobile App,Delhi,CAM004
O00822,2026-03-17,C0075,P005,1,17174,15,Returned,Mobile App,Bengaluru,CAM001
O00823,2026-03-28,C0100,P007,2,11704,5,Completed,Website,Bengaluru,CAM004
O00824,2026-03-27,C0077,P011,4,9072,15,Completed,Mobile App,Delhi,CAM003
O00825,2026-01-27,C0024,P014,3,12877,5,Completed,Mobile App,Delhi,CAM005
O00826,2026-02-10,C0077,P011,4,7276,15,Completed,Mobile App,Chennai,CAM002
O00827,2026-01-18,C0011,P011,1,15417,15,Completed,Mobile App,Hyderabad,CAM008
O00828,2026-04-14,C0049,P012,1,13261,5,Completed,Social,Mumbai,CAM009
O00829,2026-03-05,C0063,P018,2,16000,15,Completed,Social,Chennai,CAM010
O00830,2026-04-13,C0046,P008,2,13261,10,Completed,Marketplace,Delhi,CAM001
O00831,2026-04-17,C0070,P017,1,9686,5,Completed,Website,Delhi,CAM002
O00832,2026-05-08,C0025,P016,4,13261,10,Completed,Mobile App,Mumbai,CAM010
O00833,2026-04-10,C0061,P020,1,1100,20,Completed,Marketplace,Delhi,CAM009
O00834,2026-04-28,C0065,P019,3,9015,0,Completed,Website,Chennai,CAM006
O00835,2026-04-17,C0064,P016,3,11294,20,Completed,Mobile App,Chennai,CAM004
O00836,2026-04-29,C0029,P005,3,2266,20,Completed,Marketplace,Hyderabad,CAM006
O00837,2026-04-22,C0031,P016,1,2266,10,Completed,Social,Mumbai,CAM006
O00838,2026-02-27,C0026,P015,2,2266,15,Completed,Social,Delhi,CAM009
O00839,2026-02-14,C0047,P006,3,11524,5,Completed,Mobile App,Hyderabad,CAM006
O00840,2026-05-23,C0059,P014,2,9015,0,Completed,Mobile App,Delhi,CAM001
O00841,2026-03-04,C0037,P006,3,16000,10,Completed,Mobile App,Hyderabad,CAM007
O00842,2026-04-10,C0041,P011,1,13533,20,Completed,Marketplace,Chennai,CAM008
O00843,2026-02-05,C0029,P016,1,15417,5,Completed,Mobile App,Mumbai,CAM003
O00844,2026-03-20,C0022,P004,3,9015,15,Completed,Mobile App,Hyderabad,CAM002
O00845,2026-04-06,C0066,P007,3,11704,15,Completed,Website,Delhi,CAM002
O00846,2026-04-24,C0082,P016,1,17174,15,Completed,Mobile App,Mumbai,CAM009
O00847,2026-04-06,C0030,P010,4,1100,5,Completed,Website,Mumbai,CAM005
O00848,2026-03-07,C0087,P020,1,2266,5,Completed,Marketplace,Mumbai,CAM006
O00849,2026-06-24,C0058,P001,4,11294,10,Completed,Social,Hyderabad,CAM010
O00850,2026-04-03,C0017,P015,3,11704,20,Returned,Social,Bengaluru,CAM001
O00851,2026-05-27,C0037,P017,4,13261,20,Completed,Mobile App,Delhi,CAM003
O00852,2026-05-14,C0001,P019,4,15417,10,Completed,Social,Chennai,CAM009
O00853,2026-04-12,C0004,P004,2,11704,20,Completed,Social,Bengaluru,CAM006
O00854,2026-06-10,C0034,P020,4,7276,10,Completed,Mobile App,Delhi,CAM001
O00855,2026-01-24,C0046,P008,1,2044,5,Completed,Social,Delhi,CAM008
O00856,2026-06-16,C0080,P008,2,13261,0,Completed,Mobile App,Delhi,CAM002
O00857,2026-06-03,C0014,P008,1,11704,15,Completed,Social,Chennai,CAM008
O00858,2026-04-02,C0084,P013,2,9015,15,Completed,Mobile App,Mumbai,CAM008
O00859,2026-05-13,C0024,P014,4,12877,20,Completed,Mobile App,Bengaluru,CAM009
O00860,2026-04-05,C0014,P010,2,15417,15,Returned,Website,Bengaluru,CAM005
O00861,2026-02-18,C0070,P002,1,11404,0,Completed,Social,Mumbai,CAM003
O00862,2026-05-25,C0078,P020,2,2266,10,Completed,Mobile App,Delhi,CAM009
O00863,2026-02-14,C0061,P005,4,11522,15,Returned,Social,Bengaluru,CAM006
O00864,2026-02-26,C0012,P002,3,9015,10,Completed,Website,Hyderabad,CAM007
O00865,2026-04-04,C0012,P012,3,11294,10,Completed,Marketplace,Chennai,CAM002
O00866,2026-06-01,C0040,P009,2,13533,20,Completed,Mobile App,Mumbai,CAM007
O00867,2026-03-11,C0046,P013,2,11704,15,Completed,Mobile App,Hyderabad,CAM006
O00868,2026-03-31,C0100,P018,3,7276,15,Returned,Website,Bengaluru,CAM003
O00869,2026-01-08,C0029,P002,3,15417,10,Completed,Website,Hyderabad,CAM008
O00870,2026-01-21,C0020,P006,4,11294,5,Completed,Mobile App,Mumbai,CAM002
O00871,2026-01-11,C0095,P011,3,2266,10,Completed,Mobile App,Mumbai,CAM008
O00872,2026-01-14,C0016,P016,4,16000,20,Completed,Social,Chennai,CAM010
O00873,2026-06-07,C0003,P013,4,1100,15,Completed,Mobile App,Hyderabad,CAM006
O00874,2026-06-02,C0043,P008,1,13261,15,Completed,Website,Mumbai,CAM002
O00875,2026-05-29,C0041,P013,2,11524,0,Completed,Mobile App,Hyderabad,CAM006
O00876,2026-01-11,C0062,P020,2,11524,20,Completed,Marketplace,Mumbai,CAM006
O00877,2026-01-15,C0088,P010,1,9686,5,Completed,Mobile App,Mumbai,CAM006
O00878,2026-02-20,C0094,P018,1,11404,20,Completed,Social,Delhi,CAM003
O00879,2026-04-13,C0029,P016,4,13261,10,Completed,Mobile App,Delhi,CAM007
O00880,2026-03-02,C0099,P007,2,12877,20,Completed,Marketplace,Mumbai,CAM003
O00881,2026-03-30,C0064,P005,1,2044,20,Completed,Website,Bengaluru,CAM006
O00882,2026-02-01,C0007,P016,2,9686,15,Completed,Website,Mumbai,CAM006
O00883,2026-05-13,C0094,P005,2,12255,20,Completed,Social,Chennai,CAM007
O00884,2026-02-26,C0014,P007,1,17174,15,Completed,Mobile App,Bengaluru,CAM008
O00885,2026-01-13,C0059,P005,1,11522,20,Completed,Mobile App,Bengaluru,CAM009
O00886,2026-05-15,C0080,P013,4,1100,0,Completed,Marketplace,Hyderabad,CAM008
O00887,2026-06-13,C0025,P006,4,1100,0,Returned,Website,Bengaluru,CAM008
O00888,2026-01-03,C0028,P014,2,9072,10,Completed,Marketplace,Chennai,CAM009
O00889,2026-03-21,C0048,P019,3,11522,20,Completed,Mobile App,Delhi,CAM003
O00890,2026-05-30,C0089,P017,4,16000,15,Completed,Website,Mumbai,CAM003
O00891,2026-05-08,C0023,P019,4,6427,10,Completed,Mobile App,Chennai,CAM006
O00892,2026-06-05,C0067,P001,1,9015,10,Returned,Mobile App,Bengaluru,CAM005
O00893,2026-03-17,C0046,P010,4,11294,15,Completed,Website,Delhi,CAM008
O00894,2026-03-09,C0012,P005,1,9072,20,Completed,Marketplace,Delhi,CAM001
O00895,2026-05-09,C0072,P019,1,1100,20,Completed,Marketplace,Hyderabad,CAM002
O00896,2026-01-28,C0084,P015,2,9686,0,Completed,Mobile App,Hyderabad,CAM008
O00897,2026-02-13,C0058,P007,3,13261,10,Completed,Social,Mumbai,CAM009
O00898,2026-04-19,C0018,P012,1,11404,5,Completed,Marketplace,Bengaluru,CAM004
O00899,2026-05-01,C0016,P013,2,2266,15,Completed,Social,Mumbai,CAM004
O00900,2026-01-22,C0043,P010,2,13533,10,Returned,Website,Bengaluru,CAM006
O00901,2026-04-03,C0051,P010,2,9686,20,Completed,Social,Chennai,CAM005
O00902,2026-03-08,C0056,P002,4,11294,10,Completed,Mobile App,Bengaluru,CAM002
O00903,2026-04-01,C0025,P010,2,11522,15,Completed,Marketplace,Hyderabad,CAM006
O00904,2026-06-23,C0051,P007,1,11404,0,Completed,Social,Delhi,CAM009
O00905,2026-01-14,C0030,P017,1,11704,20,Completed,Mobile App,Mumbai,CAM008
O00906,2026-06-30,C0069,P018,1,11294,0,Completed,Mobile App,Hyderabad,CAM009
O00907,2026-03-23,C0080,P016,1,12877,5,Completed,Website,Delhi,CAM007
O00908,2026-05-20,C0066,P001,3,15417,20,Completed,Marketplace,Chennai,CAM009
O00909,2026-03-18,C0001,P017,2,2044,20,Completed,Social,Bengaluru,CAM003
O00910,2026-02-26,C0100,P008,2,11404,10,Returned,Mobile App,Mumbai,CAM001
O00911,2026-05-20,C0003,P009,4,11524,10,Completed,Website,Chennai,CAM002
O00912,2026-05-05,C0100,P019,3,11294,0,Completed,Mobile App,Delhi,CAM010
O00913,2026-01-27,C0004,P018,1,11294,20,Completed,Mobile App,Mumbai,CAM007
O00914,2026-05-08,C0052,P002,2,17174,0,Completed,Social,Delhi,CAM003
O00915,2026-05-17,C0011,P008,2,7276,0,Completed,Website,Mumbai,CAM009
O00916,2026-03-12,C0010,P015,4,11294,10,Completed,Mobile App,Mumbai,CAM004
O00917,2026-06-17,C0069,P011,2,16000,0,Completed,Marketplace,Chennai,CAM006
O00918,2026-04-27,C0073,P006,1,1100,0,Completed,Website,Bengaluru,CAM003
O00919,2026-03-02,C0012,P011,3,7276,15,Completed,Social,Chennai,CAM001
O00920,2026-01-02,C0098,P018,2,11404,15,Completed,Social,Mumbai,CAM003
O00921,2026-05-03,C0033,P005,1,6427,5,Completed,Mobile App,Mumbai,CAM003
O00922,2026-02-07,C0032,P015,3,12877,15,Completed,Marketplace,Delhi,CAM006
O00923,2026-05-17,C0030,P015,1,16000,15,Completed,Social,Mumbai,CAM001
O00924,2026-04-06,C0047,P018,4,2044,5,Completed,Marketplace,Delhi,CAM003
O00925,2026-03-26,C0018,P006,4,16000,15,Completed,Website,Delhi,CAM006
O00926,2026-01-30,C0043,P005,2,13533,10,Completed,Website,Delhi,CAM004
O00927,2026-05-09,C0021,P011,3,7276,20,Completed,Mobile App,Mumbai,CAM007
O00928,2026-01-31,C0006,P011,3,17174,0,Completed,Website,Hyderabad,CAM007
O00929,2026-03-17,C0037,P009,3,11404,5,Completed,Mobile App,Mumbai,CAM010
O00930,2026-06-01,C0068,P016,1,9072,5,Completed,Marketplace,Mumbai,CAM009
O00931,2026-06-16,C0077,P016,2,9686,5,Completed,Marketplace,Hyderabad,CAM003
O00932,2026-06-29,C0036,P005,1,9015,20,Completed,Website,Mumbai,CAM007
O00933,2026-06-23,C0033,P016,3,12255,15,Completed,Website,Delhi,CAM007
O00934,2026-04-11,C0079,P005,1,17174,10,Completed,Website,Bengaluru,CAM006
O00935,2026-02-06,C0069,P009,3,13261,10,Completed,Mobile App,Delhi,CAM008
O00936,2026-06-01,C0084,P001,3,12255,20,Completed,Social,Hyderabad,CAM002
O00937,2026-05-26,C0091,P007,4,9015,10,Completed,Mobile App,Delhi,CAM004
O00938,2026-06-29,C0083,P020,2,9686,5,Completed,Mobile App,Chennai,CAM009
O00939,2026-04-28,C0094,P009,1,11404,0,Completed,Marketplace,Hyderabad,CAM009
O00940,2026-01-26,C0042,P015,3,11522,5,Completed,Website,Mumbai,CAM001
